Date,Open,High,Low,Close,Adj Close,Volume
2007-07-01,61.939999,63.880001,59.720001,60.500000,44.435440,290358700
2007-08-01,60.509998,62.980000,60.310001,61.790001,45.382893,331077300
2007-09-01,61.630001,65.750000,61.259998,65.699997,48.579262,220556400
2007-10-01,65.660004,66.800003,63.549999,65.169998,48.187366,232885800
2007-11-01,64.800003,68.750000,63.730000,67.739998,50.087650,284874000
2007-12-01,67.620003,68.500000,66.550003,66.699997,49.625420,197170400
2008-01-01,66.559998,68.849998,61.720001,63.139999,46.976734,339978400
2008-02-01,63.349998,64.070000,61.360001,61.959999,46.098816,218925600
2008-03-01,62.000000,65.809998,61.169998,64.870003,48.584015,274621800
2008-04-01,65.129997,67.739998,64.510002,67.089996,50.246662,221952400
2008-05-01,67.129997,68.320000,64.540001,66.739998,49.984531,219962000
2008-06-01,66.550003,67.099998,63.099998,64.339996,48.526684,228287700
2008-07-01,63.750000,69.250000,63.740002,68.470001,51.641617,308621600
2008-08-01,68.500000,71.900002,67.930000,70.430000,53.119900,224063800
2008-09-01,71.089996,72.760002,66.900002,69.279999,52.591923,367504200
2008-10-01,69.070000,69.070000,52.060001,61.340000,46.564514,640425500
2008-11-01,61.490002,63.009998,54.490002,58.580002,44.469337,375653400
2008-12-01,57.660000,60.250000,54.950001,59.830002,45.795704,315194900
2009-01-01,60.130001,61.000000,55.090000,57.689999,44.157673,349391400
2009-02-01,57.250000,59.130001,49.939999,50.000000,38.271519,308348500
2009-03-01,49.029999,53.700001,46.250000,52.599998,40.595516,423319700
2009-04-01,52.299999,54.130001,50.119999,52.360001,40.410297,306396300
2009-05-01,52.529999,56.480000,51.669998,55.160000,42.571262,257261500
2009-06-01,55.750000,57.230000,54.540001,56.799999,44.224854,301738000
2009-07-01,56.820000,62.470001,55.709999,60.889999,47.409336,270356100
2009-08-01,61.160000,61.490002,59.500000,60.439999,47.058975,211869300
2009-09-01,60.349998,61.540001,59.279999,60.889999,47.793571,197460800
2009-10-01,60.930000,62.740002,58.779999,59.049999,46.349327,280297200
2009-11-01,59.150002,63.439999,58.799999,62.840000,49.324177,233417400
2009-12-01,62.950001,65.410004,62.950001,64.410004,50.956440,212286400
2010-01-01,64.709999,65.949997,62.220001,62.860001,49.730186,245125300
2010-02-01,63.259998,64.699997,61.889999,63.000000,49.840946,213341500
2010-03-01,63.270000,65.489998,63.020000,65.199997,51.976089,249947500
2010-04-01,65.370003,66.199997,64.209999,64.300003,51.258640,235860700
