Date,Open,High,Low,Close,Adj Close,Volume
2010-05-01,65.160004,65.620003,58.189999,58.299999,46.475548,357775800
2010-06-01,58.209999,60.150002,57.549999,59.060001,47.511452,357343400
2010-07-01,59.070000,61.730000,56.860001,58.090000,46.731117,310708000
2010-08-01,58.500000,60.250000,56.990002,57.020000,45.870365,239384600
2010-09-01,57.669998,62.700001,57.439999,61.959999,50.314461,209239500
2010-10-01,62.090000,64.230003,61.299999,63.740002,51.759903,208721800
2010-11-01,63.880001,64.919998,61.250000,61.549999,49.981514,221392600
2010-12-01,62.180000,63.160000,61.560001,61.849998,50.657345,212152900
2011-01-01,62.630001,63.540001,59.689999,59.770000,48.953762,257253400
2011-02-01,59.700001,61.450001,59.360001,61.439999,50.321548,199932400
2011-03-01,61.250000,61.500000,57.500000,59.250000,48.966724,254534800
2011-04-01,59.630001,65.970001,59.060001,65.720001,54.313816,270819500
2011-05-01,65.919998,67.370003,64.800003,67.290001,55.611336,270892200
2011-06-01,67.019997,67.360001,64.690002,66.519997,55.451759,231770300
2011-07-01,66.480003,68.050003,64.129997,64.790001,54.009628,202614600
2011-08-01,65.279999,66.230003,59.080002,65.800003,54.851574,491488700
2011-09-01,65.660004,66.139999,61.000000,63.689999,53.565655,264862000
2011-10-01,63.650002,65.860001,60.830002,64.389999,54.154385,251590300
2011-11-01,63.680000,65.489998,61.049999,64.720001,54.431919,236914800
2011-12-01,64.680000,66.320000,62.849998,65.580002,55.667068,210285200
2012-01-01,65.589996,66.000000,64.339996,65.910004,55.947201,212136100
2012-02-01,65.970001,66.320000,64.019997,65.080002,55.242653,192370000
2012-03-01,65.110001,66.180000,64.120003,65.959999,56.484203,208163900
2012-04-01,66.040001,66.300003,62.759998,65.099998,55.747746,229665900
2012-05-01,64.910004,65.489998,62.000000,62.430000,53.461327,278010100
2012-06-01,62.040001,67.699997,61.709999,67.559998,58.417572,451142100
2012-07-01,67.419998,69.699997,67.000000,69.220001,59.852921,273347200
2012-08-01,69.480003,69.750000,66.849998,67.430000,58.305161,224101500
2012-09-01,67.489998,69.639999,66.970001,68.910004,60.126320,200224200
2012-10-01,68.919998,72.739998,67.800003,70.820000,61.792858,267146700
2012-11-01,71.099998,71.900002,68.510002,69.730003,60.841785,211662500
2012-12-01,69.800003,71.620003,69.180000,70.099998,61.705513,232603000
2013-01-01,71.019997,74.800003,70.300003,73.919998,65.068062,209813800
2013-02-01,74.139999,77.019997,73.559998,76.110001,66.995819,177978400
2013-03-01,75.790001,81.589996,75.730003,81.529999,72.340828,193396300
2013-04-01,81.389999,85.889999,80.309998,85.230003,75.623802,218722300
2013-05-01,84.500000,89.989998,83.879997,84.180000,74.692146,220724300
2013-06-01,84.279999,87.820000,82.120003,85.860001,76.755478,210552200
2013-07-01,85.720001,94.419998,85.500000,93.500000,83.585327,200315600
2013-08-01,94.160004,94.400002,85.849998,86.410004,77.247154,204260800
2013-09-01,86.889999,90.720001,86.000000,86.690002,78.081337,158876500
2013-10-01,86.589996,93.449997,85.500000,92.610001,83.413460,173024000
2013-11-01,92.379997,95.989998,92.279999,94.660004,85.259888,131026200
2013-12-01,94.410004,94.790001,89.769997,91.589996,83.070648,151086000
2014-01-01,91.139999,95.379997,88.150002,88.470001,80.240875,192804300
2014-02-01,88.750000,92.989998,86.089996,92.120003,83.551361,162234700
2014-03-01,91.129997,98.599998,90.830002,98.230003,89.734138,181324400
2014-04-01,98.309998,101.980003,96.050003,101.290001,92.529480,180242400
2014-05-01,100.769997,101.540001,98.879997,101.459999,92.684769,124656300
2014-06-01,101.540001,106.000000,101.010002,104.620003,96.237541,123927200
2014-07-01,105.150002,106.739998,100.050003,100.089996,92.070496,148795100
2014-08-01,99.760002,104.419998,98.800003,103.730003,95.418846,120163600
2014-09-01,103.300003,108.769997,103.019997,106.589996,98.712898,130571800
2014-10-01,105.980003,108.180000,95.099998,107.779999,99.814941,232630100
2014-11-01,107.830002,109.489998,106.599998,108.250000,100.250214,125669200
2014-12-01,107.889999,108.989998,102.500000,104.570000,97.472885,175446100
2015-01-01,105.050003,106.500000,100.089996,100.139999,93.343544,194999400
2015-02-01,100.489998,103.330002,97.150002,102.510002,95.552711,191367400
2015-03-01,102.510002,103.410004,98.220001,100.599998,94.428741,177464600
2015-04-01,100.459999,102.139999,98.040001,99.199997,93.114632,171578200
2015-05-01,99.620003,104.480003,98.660004,100.139999,93.996956,143779800
2015-06-01,100.279999,100.839996,97.010002,97.459999,92.148468,170021000
2015-07-01,98.300003,101.360001,96.639999,100.209999,94.748596,151816100
2015-08-01,100.000000,101.000000,81.790001,93.980003,88.858131,194634100
2015-09-01,92.290001,96.190002,89.900002,93.349998,88.937660,202039800
2015-10-01,93.430000,102.120003,91.760002,101.029999,96.254646,191671500
2015-11-01,101.180000,103.000000,99.739998,101.239998,96.454727,126172600
2015-12-01,101.730003,105.489998,100.309998,102.720001,98.586197,161997000
2016-01-01,101.709999,104.750000,94.279999,104.440002,100.236992,211115100
2016-02-01,103.610001,106.919998,99.779999,105.209999,100.975990,201552000
2016-03-01,105.900002,109.559998,105.440002,108.199997,104.598251,172970400
2016-04-01,108.000000,114.190002,107.690002,112.080002,108.349098,158141300
2016-05-01,112.220001,115.000000,111.699997,112.690002,108.938789,140870700
2016-06-01,112.690002,121.410004,112.070000,121.300003,118.099403,167563700
2016-07-01,121.300003,126.070000,120.790001,125.230003,121.925697,131996000
2016-08-01,125.309998,125.900002,118.330002,119.339996,116.191101,138570700
2016-09-01,119.190002,119.970001,117.040001,118.129997,115.780296,130378400
2016-10-01,118.000000,120.199997,112.989998,115.989998,113.682861,140054500
2016-11-01,114.760002,122.500000,111.300003,111.300003,109.086159,171115000
2016-12-01,111.360001,117.300003,109.320000,115.209999,113.698677,138044800
2017-01-01,115.779999,117.000000,110.760002,113.250000,111.764389,143312500
2017-02-01,112.480003,122.879997,112.470001,122.209999,120.606850,133814500
2017-03-01,122.489998,129.000000,122.389999,124.550003,123.729500,166544900
2017-04-01,124.730003,125.809998,120.949997,123.470001,122.656616,106205200
2017-05-01,123.400002,128.800003,122.339996,128.250000,127.405121,112537900
2017-06-01,128.320007,137.000000,128.119995,132.289993,132.289993,145412500
