Date,Open,High,Low,Close,Adj Close,Volume
2/1/13,2634.159912,2696.26001,2616.669922,2669.919922,2669.919922,0
3/1/13,2669.919922,2771.929932,2646.72998,2770.050049,2770.050049,0
4/1/13,2770.060059,2823.419922,2714.22998,2823.419922,2823.419922,0
5/1/13,2823.429932,2987.600098,2794.639893,2889.459961,2889.459961,0
6/1/13,2891.179932,2933.98999,2768.159912,2850.659912,2850.659912,0
7/1/13,2856.879883,3018.26001,2848.610107,2995.719971,2995.719971,0
8/1/13,3002.580078,3038.629883,2898.570068,2908.959961,2908.959961,0
9/1/13,2914.419922,3085.02002,2909.899902,3000.179932,3000.179932,0
10/1/13,3001.919922,3171.199951,2939.669922,3138.090088,3138.090088,0
11/1/13,3141.949951,3247.560059,3122.469971,3233.719971,3233.719971,0
12/1/13,3235.179932,3317.23999,3169.129883,3315.590088,3315.590088,0
1/1/14,3311.580078,3321.889893,3179.25,3200.949951,3200.949951,0
2/1/14,3201.120117,3362.620117,3121.850098,3347.379883,3347.379883,0
3/1/14,3344.360107,3395,3302.570068,3375.51001,3375.51001,0
4/1/14,3378.659912,3421.22998,3273.73999,3400.459961,3400.459961,0
5/1/14,3401.47998,3481.100098,3358.879883,3480.290039,3480.290039,0
6/1/14,3481.149902,3565.47998,3466.98999,3552.179932,3552.179932,0
7/1/14,3556.560059,3612.27002,3503.189941,3503.189941,3503.189941,0
8/1/14,3501.610107,3644.830078,3458.439941,3643.330078,3643.330078,0
9/1/14,3644.77002,3676.159912,3577.030029,3592.25,3592.25,0
10/1/14,3591.02002,3680.219971,3319.830078,3679.98999,3679.98999,0
11/1/14,3680.310059,3792.149902,3648.969971,3778.959961,3778.959961,0
12/1/14,3775.870117,3832.370117,3608.73999,3769.439941,3769.439941,0
1/1/15,3776.48999,3794.52002,3642.5,3656.280029,3656.280029,0
2/1/15,3659.449951,3893.439941,3630.699951,3866.419922,3866.419922,0
3/1/15,3867.97998,3890.52002,3750.290039,3805.27002,3805.27002,0
4/1/15,3805.27002,3915.370117,3769.879883,3841.780029,3841.780029,0
5/1/15,3845.22998,3939.459961,3811.27002,3891.179932,3891.179932,0
6/1/15,3893.879883,3937.370117,3803.310059,3815.850098,3815.850098,0
7/1/15,3823.97998,3947.72998,3781.629883,3895.800049,3895.800049,0
8/1/15,3897.01001,3913.72998,3464.030029,3660.75,3660.75,0
9/1/15,3657.040039,3755.469971,3480.540039,3570.169922,3570.169922,0
10/1/15,3569.719971,3899.129883,3522.149902,3871.330078,3871.330078,0
11/1/15,3873.939941,3940.51001,3765.580078,3882.840088,3882.840088,0
12/1/15,3887.860107,3928.48999,3723.719971,3821.600098,3821.600098,0
1/1/16,3811.73999,3811.73999,3391.77002,3631.959961,3631.959961,0
2/1/16,3625.889893,3684.389893,3393.429932,3627.060059,3627.060059,0
3/1/16,3636.25,3896.5,3636.25,3873.110107,3873.110107,0
4/1/16,3867.280029,3973.530029,3826.77002,3888.129883,3888.129883,0
5/1/16,3891.679932,3970.22998,3821.530029,3957.949951,3957.949951,0
6/1/16,3952.929932,4004.689941,3764.350098,3968.209961,3968.209961,0
7/1/16,3969.850098,4121.109863,3923.649902,4114.509766,4114.509766,0
8/1/16,4113.660156,4160.490234,4065.379883,4120.290039,4120.290039,0
9/1/16,4121.060059,4153.660156,4023.889893,4121.060059,4121.060059,0
10/1/16,4114.089844,4126.359863,4022.620117,4045.889893,4045.889893,0
11/1/16,4050.73999,4224.899902,3967.379883,4195.72998,4195.72998,0
12/1/16,4198.490234,4348.890137,4174.220215,4278.660156,4278.660156,0
1/1/17,4303.120117,4401.569824,4290.850098,4359.810059,4359.810059,0
2/1/17,4373.649902,4547.919922,4347.689941,4532.930176,4532.930176,0
3/1/17,4565.379883,4605.27002,4459.5,4538.209961,4538.209961,0
4/1/17,4537.709961,4611.160156,4477.060059,4584.819824,4584.819824,0
5/1/17,4593.109863,4660.459961,4532.450195,4649.339844,4649.339844,0
6/1/17,4657.330078,4735.109863,4644.069824,4678.359863,4678.359863,0
7/1/17,4694.189941,4787.77002,4651.209961,4779.839844,4779.839844,0
