Date,Open,High,Low,Close,Adj Close,Volume
8/1/07,2282.300049,2333.23999,2193.399902,2299.709961,2299.709961,0
9/1/07,2323.830078,2392.919922,2266.51001,2385.719971,2385.719971,0
10/1/07,2417.439941,2447.030029,2346.780029,2423.669922,2423.669922,0
11/1/07,2360.209961,2379.050049,2205.48999,2322.340088,2322.340088,0
12/1/07,2308.73999,2378.600098,2269.23999,2306.22998,2306.22998,0
1/1/08,2273.409912,2273.409912,2060.149902,2167.899902,2167.899902,0
2/1/08,2194.429932,2194.429932,2087.050049,2097.47998,2097.47998,0
3/1/08,2098.639893,2135.540039,2008.709961,2088.419922,2088.419922,0
4/1/08,2163.379883,2209.25,2098.919922,2190.129883,2190.129883,0
5/1/08,2228.090088,2258.73999,2179.050049,2218.5,2218.5,0
6/1/08,2195.27002,2225.73999,2028.890015,2031.469971,2031.469971,0
7/1/08,2039.660034,2040.810059,1929.849976,2014.390015,2014.390015,0
8/1/08,2003.160034,2076.590088,1985.22998,2043.530029,2043.530029,0
9/1/08,2035.23999,2035.23999,1765.719971,1861.439941,1861.439941,0
10/1/08,1853.26001,1853.26001,1356.780029,1548.810059,1548.810059,0
11/1/08,1544.910034,1608,1206.040039,1437.680054,1437.680054,0
12/1/08,1309.390015,1466.869995,1309.390015,1452.97998,1452.97998,0
1/1/09,1499.170044,1503.869995,1296.630005,1330.51001,1330.51001,0
2/1/09,1329.810059,1403.189941,1188.839966,1188.839966,1188.839966,0
3/1/09,1133.430054,1349.369995,1095.040039,1292.97998,1292.97998,0
4/1/09,1293.22998,1442.290039,1270.180054,1416.72998,1416.72998,0
5/1/09,1416.75,1510.800049,1405.77002,1495.969971,1495.969971,0
6/1/09,1495.969971,1557.849976,1448.77002,1498.939941,1498.939941,0
7/1/09,1499.109985,1627.329956,1418.5,1612.310059,1612.310059,0
8/1/09,1612.319946,1701.339966,1600.119995,1670.52002,1670.52002,0
9/1/09,1670.589966,1770.02002,1624.209961,1732.859985,1732.859985,0
10/1/09,1732.680054,1807.079956,1672.050049,1700.670044,1700.670044,0
11/1/09,1700.719971,1830.140015,1689.48999,1802.680054,1802.680054,0
12/1/09,1803.099976,1862.189941,1787.72998,1837.5,1837.5,0
1/1/10,1867.060059,1896.97998,1767.25,1771.400024,1771.400024,0
2/1/10,1796.670044,1838.410034,1723.459961,1826.27002,1826.27002,0
3/1/10,1826.27002,1954.530029,1826.27002,1936.47998,1936.47998,0
4/1/10,1938.079956,2021.410034,1938.079956,1967.050049,1967.050049,0
5/1/10,1967.51001,1997.660034,1727.900024,1809.97998,1809.97998,0
6/1/10,1810.01001,1881.420044,1711.180054,1715.22998,1715.22998,0
7/1/10,1715.22998,1867.280029,1682.209961,1835.400024,1835.400024,0
8/1/10,1837.689941,1882.439941,1735.569946,1752.550049,1752.550049,0
9/1/10,1754.859985,1935.219971,1754.859985,1908.949951,1908.949951,0
10/1/10,1911.099976,2002.579956,1893.189941,1981.589966,1981.589966,0
11/1/10,1983.550049,2055.75,1966.819946,1981.839966,1981.839966,0
12/1/10,1986.349976,2122.189941,1986.349976,2114.290039,2114.290039,0
1/1/11,2115.969971,2192.139893,2115.969971,2164.399902,2164.399902,0
2/1/11,2165.77002,2265.629883,2165.77002,2238.550049,2238.550049,0
3/1/11,2239.120117,2249.169922,2121.939941,2239.439941,2239.439941,0
4/1/11,2239.449951,2307.320068,2188.469971,2305.76001,2305.76001,0
5/1/11,2305.76001,2317.550049,2221.909912,2279.659912,2279.659912,0
6/1/11,2279.659912,2279.659912,2133.969971,2241.659912,2241.659912,0
7/1/11,2241.659912,2303.72998,2180.070068,2196.080078,2196.080078,0
8/1/11,2196.600098,2221.73999,1901.050049,2076.780029,2076.780029,0
9/1/11,2077.159912,2094.48999,1900.569946,1930.790039,1930.790039,0
10/1/11,1930.430054,2208.879883,1834.209961,2141.810059,2141.810059,0
11/1/11,2137.879883,2184.080078,1984.180054,2137.080078,2137.080078,0
12/1/11,2137.080078,2178.429932,2062.530029,2158.939941,2158.939941,0
1/1/12,2158.929932,2291.580078,2158.929932,2255.689941,2255.689941,0
2/1/12,2255.76001,2374.110107,2255.76001,2353.22998,2353.22998,0
3/1/12,2353.22998,2448.159912,2309.51001,2430.669922,2430.669922,0
4/1/12,2430.679932,2454.629883,2344.159912,2415.419922,2415.419922,0
5/1/12,2415.409912,2445.47998,2236.72998,2270.25,2270.25,0
6/1/12,2270.25,2364.469971,2194.889893,2363.790039,2363.790039,0
7/1/12,2364.090088,2418.090088,2301.929932,2396.620117,2396.620117,0
8/1/12,2396.610107,2483.870117,2354.129883,2450.600098,2450.600098,0
9/1/12,2450.540039,2571.340088,2433.290039,2513.929932,2513.929932,0
10/1/12,2514.320068,2567.679932,2451.699951,2467.51001,2467.51001,0
11/1/12,2467.51001,2506.340088,2351.850098,2481.820068,2481.820068,0
12/1/12,2481.820068,2540.689941,2450.780029,2504.439941,2504.439941,0
1/1/13,2504.449951,2654.120117,2504.449951,2634.159912,2634.159912,0
